hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
暖,nuǎn,warm; to warm,อบอุ่น,1,6,อบอุ่น,
暴风雨,bào fēng yǔ,rainstorm; storm,พายุฝนหนัก,1,5,พายุฝนหนัก,
曲折,qū zhé,winding,บิดเบี้ยว,1,6,คดเคี้ยว,
更新,gēng xīn,to replace the old with new; to renew,ปรับปรุง,1,5,อัปเดต,
替代,tì dài,to substitute for; to replace,แทนที่,1,5,แทนที่,
月份,yuè fèn,month,เดือน,1,4,เดือน,
月初,yuè chū,start of month; early in the month,ต้นเดือน,1,5,ต้นเดือน,
月球,yuè qiú,the moon,ดวงจันทร์,1,4,ดวงจันทร์,
有望,yǒu wàng,hopeful; promising,มีแนวโน้มดี,1,6,มีแนวโน้มดี,
有的是,yǒu de shì,have plenty of; there's no lack of,มีมากมาย,1,6,มีมากมาย,
服饰,fú shì,apparel; clothing and personal adornment,เสื้อผ้า,1,5,เครื่องแต่งกาย,
朝代,cháo dài,dynasty; reign,พระราชวงศ์,1,6,ราชวงศ์,
期限,qī xiàn,time limit; deadline,กำหนดเวลา,1,5,กำหนดเวลา,
木匠,mù jiàng,carpenter,ช่างไม้,1,6,ช่างไม้,
木材,mù cái,wood,ไม้,1,6,ไม้,
木板,mù bǎn,slab; board,กระดาน,1,6,กระดาน,
本事,běn shì,ability; skill,วัสดุต้นฉบับ,1,6,"ความสามารถ, ฝีมือ",
本人,běn rén,I; me,ตัวตนเองของฉัน,1,6,"ตัวฉันเอง, เจ้าตัว",
朴实,pǔ shí,plain; simple,ธรรมชาติง่าย,1,6,เรียบง่าย,
机灵,jī líng,clever; quick-witted,"ฉลาด, ไหวพริบดี",1,6,"ฉลาด, ไหวพริบดี",
杀,shā,to kill; to slay,ฆ่า,1,5,ฆ่า,
杀手,shā shǒu,killer; murderer,ฆาตรกร,1,5,"ฆาตกร, มือสังหาร",
权威,quán wēi,authority; authoritative,ผู้เชี่ยวชาญ,1,6,ผู้เชี่ยวชาญ,
杆,gān,pole,ไม้เท้า,1,6,"เสา, ไม้ยาว",
村,cūn,village,หมู่บ้าน,1,5,หมู่บ้าน,
村庄,cūn zhuāng,village; hamlet,หมู่บ้าน,1,5,หมู่บ้าน,
杜绝,dù jué,to put an end to,ยุติลง,1,6,ขจัดให้หมดสิ้น,
来信,lái xìn,incoming letter; to send us a letter,จดหมายเข้า,1,5,จดหมายที่ส่งมา,
极为,jí wéi,extremely; exceedingly,อย่างยิ่ง,1,5,อย่างยิ่ง,
极力,jí lì,to make a supreme effort; at all costs,"อย่างสุดความสามารถ, สุดกำลัง",1,6,"อย่างสุดความสามารถ, สุดกำลัง",
极度,jí dù,extremely,ขั้นสูงสุด,1,6,อย่างที่สุด,
极端,jí duān,extreme,ขั้นสุดขั้ว,1,6,สุดโต่ง,
极限,jí xiàn,limit; extreme boundary,ขีดจำกัด,1,5,ขีดจำกัด,
构思,gòu sī,to design; to plot,วางแผน,1,6,คิดวางโครงเรื่อง,conceive/plot ideas; วางแนวคิด also possible
构想,gòu xiǎng,to conceive; concept,ความคิด,1,5,แนวคิด,
果断,guǒ duàn,firm; decisive,"เด็ดขาด, กล้าตัดสินใจ",1,5,"เด็ดขาด, กล้าตัดสินใจ",
柜台,guì tái,sales counter; front desk,เคาน์เตอร์,1,5,เคาน์เตอร์,
柜子,guì zi,cupboard; cabinet,ตู้,1,5,ตู้,
查找,chá zhǎo,to search for; to look up,ค้นหา,1,5,ค้นหา,
查明,chá míng,to investigate and find out; to ascertain,ตรวจสอบให้ชัดเจน,1,6,ตรวจสอบให้ชัดเจน,
标,biāo,mark; sign,เครื่องหมาย,1,4,เครื่องหมาย,
栏目,lán mù,regular column or segment; program,คอลัมน์ประจำ,1,6,คอลัมน์ประจำ,
株,zhū,tree trunk; stump,ลำต้น,1,6,ลำต้น,
核对,hé duì,to check; to verify,ตรวจสอบ,1,5,ตรวจสอบ,
根基,gēn jī,foundation,รากฐาน,1,5,รากฐาน,
栽培,zāi péi,to grow; to cultivate,ปลูกฝัง,1,5,เพาะปลูก,
桩,zhuāng,stump; stake,เสา,1,6,"หลัก, เสาเข็ม","EN-GLOSS-BUG: EN ""stump"" rare; 桩 also measure word (一桩事)"
梯子,tī zi,ladder; stepladder,บันได,1,5,บันได,
梳,shū,to comb; a comb,หวี,1,5,หวี,
检讨,jiǎn tǎo,to examine or inspect; self-criticism,ประเมินตนเอง,1,6,"วิจารณ์ตนเอง, ทบทวนข้อผิดพลาด",
棍,gùn,stick; rod,ไม้เท้า,1,5,"ไม้, กระบอง",
棒,bàng,great; awesome,"เยี่ยม, สุดยอด",1,4,"เยี่ยม, สุดยอด",
楼房,lóu fáng,a building of two or more stories,อาคาร,1,5,อาคาร,
概括,gài kuò,to summarize; to generalize,สรุป,1,6,สรุป,
概率,gài lǜ,probability,ความน่าจะเป็น,1,6,ความน่าจะเป็น,
榨,zhà,to press; to extract,บีบ,1,6,"คั้น, บีบ",
模式,mó shì,mode; pattern,รูปแบบ,1,6,รูปแบบ,
模样,mú yàng,look; style,ลักษณะ,1,6,หน้าตา,
横,héng,horizontal; across,แนวนอน,1,6,แนวนอน,
橘子,jú zi,tangerine,ส้มเขียวหวาน,1,5,ส้มเขียวหวาน,
欠,qiàn,to owe; to lack,ขาด,1,5,ติดหนี้; ขาด,
欢乐,huān lè,gaiety; gladness,ความสุข,1,5,ความสุข,
欣慰,xīn wèi,to be gratified,พอใจ,1,6,ปลื้มใจ,
欣欣向荣,xīn xīn xiàng róng,idiom flourishing; thriving,เจริญรุ่งเรือง,1,6,เจริญรุ่งเรือง,EN-GLOSS-BUG: stray 'idiom' label leaked into english gloss
款式,kuǎn shì,pattern; style,แบบลาย,1,6,แบบ,
歇,xiē,to rest; to take a break,พัก,1,5,พัก,
歌唱,gē chàng,to sing,ร้องเพลง,1,5,ร้องเพลง,
歌声,gē shēng,singing voice,เสียงร้อง,1,4,เสียงร้อง,
歌手,gē shǒu,singer,นักร้อง,1,6,นักร้อง,
歌颂,gē sòng,to sing the praises of; to extol,สรรเสริญ,1,6,สรรเสริญ,
止,zhǐ,to stop; to prohibit,หยุด,1,6,หยุด,
止步,zhǐ bù,to halt; to stop,หยุดเท้า,1,5,หยุดเดิน,
正宗,zhèng zōng,orthodox school,แท้ๆ,1,5,"แท้, ต้นตำรับ","EN-GLOSS-BUG(fix EN): 正宗 = authentic; original — ""orthodox school"" archaic"
正当,zhèng dāng,timely; just,เหมาะสม,1,6,"ในขณะที่, พอดีตอนที่",EN 'timely; just' = zhengdang 'right when'; temporal sense
正规,zhèng guī,regular; according to standards,ตามหลักเกณฑ์,1,6,"เป็นทางการ, ตามมาตรฐาน",
正视,zhèng shì,to face squarely,หันหน้าเข้าหา,1,6,เผชิญหน้ากับความจริง,
正面,zhèng miàn,front; obverse side,ด้านหน้า,1,6,ด้านหน้า,
此前,cǐ qián,before this; before then,ก่อนหน้านี้,1,6,ก่อนหน้านี้,
此后,cǐ hòu,after this; afterwards,หลังจากนั้น,1,5,หลังจากนั้น,
此处,cǐ chù,this place; here,ที่นี่,1,5,ที่นี่,
步,bù,step; pace,ก้าว,1,3,ก้าว,
武器,wǔ qì,weapon; arms,อาวุธ,1,5,อาวุธ,
歪曲,wāi qū,to distort; to misrepresent,บิดเบือน,1,6,บิดเบือน,
歼灭,jiān miè,to wipe out; to crush,ทำให้สิ้นซากลง,1,5,"กวาดล้าง, ทำลายล้าง",
殷勤,yīn qín,politely; solicitously,"สุภาพ, เอาใจใส่",1,6,"สุภาพ, เอาใจใส่",
毅力,yì lì,perseverance; willpower,ความอดทน,1,6,"ความมุ่งมั่น, ความเพียร",
毅然,yì rán,firmly; resolutely,อย่างกำหนด,1,6,อย่างเด็ดเดี่ยว,
母子,mǔ zi,mother and child; parent and subsidiary,แม่และลูก,1,4,แม่และลูก,
毒,dú,poison; to poison,พิษ,1,6,พิษ,
比不上,bǐ bù shàng,can't compare with,ไม่เทียบได้,1,6,"เทียบไม่ได้, สู้ไม่ได้",
比分,bǐ fēn,score,คะแนน,1,4,คะแนน,
比比皆是,bǐ bǐ jiē shì,can be found everywhere,มีทั่วไป,1,6,มีทั่วไป,
比起,bǐ qǐ,compared with,เมื่อเทียบกับ,1,6,เมื่อเทียบกับ,
毕业生,bì yè shēng,graduate,ผู้สำเร็จการศึกษา,1,6,ผู้สำเร็จการศึกษา,
毛,máo,hair; fur; wool,ขน,1,4,ขน,
毛衣,máo yī,wool sweater,เสื้อไหมพรม,1,4,เสื้อไหมพรม,
毫不,háo bù,hardly; not in the least,ไม่มีเลย,1,6,ไม่แม้แต่น้อย,
气势,qì shì,imposing manner; loftiness,ท่าทางมีศักดิ์,1,6,"ท่าทางสง่าผ่าเผย, พลังอันยิ่งใหญ่",
气愤,qì fèn,indignant; furious,โกรธ,1,5,โกรธ,
气馁,qì něi,to be discouraged,ท้อแท้,1,6,ท้อแท้,
氛围,fēn wéi,ambience; atmosphere,บรรยากาศ,1,6,บรรยากาศ,
水域,shuǐ yù,waters; body of water,แหล่งน้ำ,1,6,แหล่งน้ำ,
永久,yǒng jiǔ,everlasting; perpetual,ชั่วนิรันดร,1,6,"ถาวร, ชั่วนิรันดร์",
求婚,qiú hūn,to propose marriage,ขอแต่งงาน,1,4,ขอแต่งงาน,
求救,qiú jiù,to seek help,เรียกขอความช่วยเหลือ,1,5,เรียกขอความช่วยเหลือ,
汇合,huì hé,confluence; to converge,บรรจบกัน,1,6,บรรจบกัน,
汗,hàn,perspiration; sweat,เหงื่อ,1,4,เหงื่อ,
汗水,hàn shuǐ,sweat; perspiration,เหงื่อ,1,4,เหงื่อ,
汹涌,xiōng yǒng,to surge up violently; turbulent,"เชี่ยวกราก, ปั่นป่วน",1,6,"เชี่ยวกราก, ปั่นป่วน",
汽油,qì yóu,gasoline,น้ำมันเชื้อเพลิง,1,5,น้ำมันเบนซิน,
沉甸甸,chén diàn diàn,heavy,หนักเขิน,1,6,หนักอึ้ง,
沉闷,chén mèn,oppressive; heavy,"อึดอัด, หนักอึ้ง",1,6,"อึดอัด, หนักอึ้ง",
沙滩,shā tān,beach; sandy shore,หาดทราย,1,6,หาดทราย,
沟,gōu,ditch; gutter,ท่อน้ำ,1,6,"ร่องน้ำ, คู",
没意思,méi yì si,boring; of no interest,เบื่อ,1,4,"น่าเบื่อ, ไม่น่าสนใจ",
没收,mò shōu,to confiscate; to seize,ยึดเพื่อชาติ,1,5,"ริบ, ยึด",
没用,méi yòng,useless,ไร้ประโยชน์,1,5,ไร้ประโยชน์,
沮丧,jǔ sàng,dispirited; dejected,ท้อแท้,1,6,ท้อแท้,
沸腾,fèi téng,to boil; to boil over,เดือด,1,5,เดือด,
治理,zhì lǐ,to govern; to administer,ปกครอง,1,6,ปกครอง,
泉,quán,spring; mouth of a spring,น้ำพุ,1,6,น้ำพุ,
法规,fǎ guī,legislation; statute,กฎหมาย,1,6,"กฎระเบียบ, กฎหมาย",
法院,fǎ yuàn,court of law; court,ศาลกฎหมาย,1,5,ศาล,
泡,pào,bubble; to soak; to steep,พองฟู,1,5,ฟอง; แช่,
泡沫,pào mò,foam; soap bubble,ฟองน้ำ,1,6,ฟอง,
波澜,bō lán,billows; great waves,"คลื่นลูกใหญ่, ระลอกคลื่น",1,6,"คลื่นลูกใหญ่, ระลอกคลื่น",
