hanzi,sentence,en,th
气象,气象部门发布了预警。,The meteorological department issued a warning.,กรมอุตุนิยมวิทยาออกประกาศเตือนภัย
气馁,失败了也不要气馁。,Don't get discouraged even after failing.,ถึงจะล้มเหลวก็อย่าท้อแท้
氛围,教室里的氛围很轻松。,The atmosphere in the classroom is relaxed.,บรรยากาศในห้องเรียนผ่อนคลายมาก
水域,这片水域禁止游泳。,Swimming is prohibited in this body of water.,ห้ามว่ายน้ำในบริเวณน้ำแห่งนี้
水手,他年轻时当过水手。,He was a sailor when he was young.,ตอนหนุ่มๆ เขาเคยเป็นกะลาสีเรือ
水面,树叶漂浮在水面上。,Leaves float on the surface of the water.,ใบไม้ลอยอยู่บนผิวน้ำ
永不,我们永不放弃。,We will never give up.,พวกเราจะไม่มีวันยอมแพ้
永久,他们许下了永久的诺言。,They made an everlasting promise.,พวกเขาให้คำมั่นสัญญาที่ยืนยาวชั่วนิรันดร์
求,他求我帮他一个忙。,He asked me for a favor.,เขาขอให้ฉันช่วยเขาหน่อย
求助,他向朋友求助。,He asked a friend for help.,เขาขอความช่วยเหลือจากเพื่อน
求婚,他向她求婚了。,He proposed to her.,เขาขอเธอแต่งงาน
求救,他大声呼喊求救。,He shouted loudly for help.,เขาตะโกนขอความช่วยเหลือเสียงดัง
求职,他正在网上求职。,He is job hunting online.,เขากำลังหางานอยู่ทางออนไลน์
汇合,两条河流在此汇合。,The two rivers converge here.,แม่น้ำสองสายมาบรรจบกันที่นี่
汗,他跑得满头是汗。,He ran until his head was covered in sweat.,เขาวิ่งจนเหงื่อท่วมหัว
汗水,他的额头上满是汗水。,His forehead was covered in sweat.,หน้าผากของเขาเต็มไปด้วยเหงื่อ
江,长江是中国最长的河流。,The Yangtze is the longest river in China.,แม่น้ำแยงซีเป็นแม่น้ำที่ยาวที่สุดในจีน
汹涌,海浪汹涌，十分危险。,The waves surge violently and are very dangerous.,คลื่นทะเลเชี่ยวกรากรุนแรง อันตรายมาก
汽油,汽车没油了要加汽油。,"The car is out of fuel, needs gasoline.",รถหมดน้ำมันแล้วต้องเติมน้ำมันเบนซิน
沉思,他坐在窗前沉思。,"He sat by the window, deep in thought.",เขานั่งครุ่นคิดอยู่หน้าต่าง
沉甸甸,这个包裹沉甸甸的。,This package is quite heavy.,พัสดุห่อนี้หนักอึ้ง
沉着,遇到危险要保持沉着。,"When facing danger, stay calm.",เมื่อเจออันตรายต้องสงบนิ่งใจเย็น
沉重,他的心情十分沉重。,His mood was very heavy.,จิตใจของเขาหนักอึ้ง
沉闷,会议的气氛十分沉闷。,The atmosphere of the meeting was very oppressive.,บรรยากาศของการประชุมอึดอัดมาก
沉默,他一直保持沉默。,He kept silent the whole time.,เขาเงียบเฉยมาตลอด
沙滩,孩子们在沙滩上玩耍。,The children are playing on the beach.,เด็กๆ เล่นกันอยู่บนหาดทราย
沟,路边有一条水沟。,There is a ditch by the roadside.,ริมถนนมีร่องน้ำอยู่ร่องหนึ่ง
没意思,这部电影真没意思。,This movie is really boring.,หนังเรื่องนี้น่าเบื่อจริงๆ
没收,老师没收了他的手机。,The teacher confiscated his phone.,คุณครูยึดโทรศัพท์ของเขาไป
没用,这个工具一点没用。,This tool is completely useless.,เครื่องมือชิ้นนี้ไม่มีประโยชน์เลย
沮丧,考试失利让他很沮丧。,Doing poorly on the exam made him feel dejected.,การทำข้อสอบได้ไม่ดีทำให้เขารู้สึกหดหู่
河流,这条河流很长。,This river is very long.,แม่น้ำสายนี้ยาวมาก
沸腾,锅里的水已经沸腾了。,The water in the pot is already boiling.,น้ำในหม้อเดือดแล้ว
